2.500000000000000000e-01,2.500000000000000000e-01,2.846573590279972699e-01,2.500000000000000000e-01,2.500000000000000000e-01,8.116200000000000081e-01,8.088331999999999189e-01,4.217832000000000248e-01,3.627179999999999849e-01,2.713820000000000121e-01,2.950342000000000242e-01,4.241484000000000365e-01,4.839265999999999845e-01,2.434535999999999922e-01,2.218751999999999946e-01
2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,7.426407999999999898e-01,7.252416000000000418e-01,3.857864000000000293e-01,3.534191999999999889e-01,2.402784000000000031e-01,2.667495999999999756e-01,3.778491999999999962e-01,4.051619999999999666e-01,2.147796000000000149e-01,2.107619999999999771e-01
2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,9.649370000000000447e-01,9.883951999999999183e-01,5.146744000000000874e-01,4.352295999999999387e-01,2.918267999999999973e-01,3.412694000000000560e-01,5.185623999999999789e-01,5.274068000000000644e-01,2.674944000000000210e-01,2.651939999999999853e-01
2.500000000000000000e-01,2.500000000000000000e-01,3.193147180559945397e-01,2.500000000000000000e-01,2.500000000000000000e-01,7.717668000000000861e-01,7.696618000000000626e-01,4.116739999999999844e-01,3.672535999999999579e-01,2.365846000000000060e-01,2.663599999999999857e-01,3.989415999999999518e-01,4.343540000000000179e-01,2.240459999999999952e-01,2.053836000000000273e-01
2.500000000000000000e-01,2.500000000000000000e-01,3.472955074527656616e-01,2.500000000000000000e-01,2.500000000000000000e-01,7.270241999999998983e-01,7.199605999999999506e-01,3.665412000000000114e-01,3.704941999999999958e-01,2.390475999999999990e-01,2.579040000000000221e-01,3.904521999999999715e-01,3.970624000000000375e-01,2.193155999999999994e-01,1.969596000000000124e-01
2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,1.101211000000000162e+00,1.150264999999999871e+00,4.980525999999999565e-01,5.009687999999999919e-01,4.907625999999999933e-01,4.487728000000000272e-01,6.183859999999999912e-01,6.464441999999999133e-01,3.458381999999999845e-01,3.077995999999999510e-01
2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,7.509027999999999814e-01,7.602339999999999653e-01,3.884761999999999937e-01,3.580845999999999751e-01,2.636716000000000060e-01,2.848285999999999873e-01,4.130025999999999975e-01,4.245700000000000029e-01,2.350619999999999932e-01,2.233980000000000132e-01
3.395879734614027368e-01,2.500000000000000000e-01,3.049306144334055224e-01,2.500000000000000000e-01,2.500000000000000000e-01,1.004562199999999850e+00,1.020568199999999814e+00,5.246855999999999742e-01,4.434589999999999921e-01,3.144098000000000170e-01,3.630095999999999323e-01,5.550119999999999498e-01,5.600015999999999883e-01,2.786075999999999553e-01,2.902388000000000190e-01
3.854025100551105032e-01,2.500000000000000000e-01,3.304718956217050363e-01,2.500000000000000000e-01,2.500000000000000000e-01,8.877603999999998940e-01,9.501948000000000061e-01,5.294485999999999359e-01,4.088236000000000092e-01,2.852494000000000418e-01,3.317120000000000068e-01,5.069949999999999735e-01,5.233896000000000104e-01,2.697631999999999808e-01,2.650966000000000156e-01
2.500000000000000000e-01,2.500000000000000000e-01,3.304718956217050363e-01,2.500000000000000000e-01,2.500000000000000000e-01,8.905139999999999167e-01,9.512638000000001037e-01,5.420840000000000103e-01,4.121931999999999818e-01,2.617597999999999869e-01,3.315815999999999764e-01,4.904712000000000516e-01,5.063145999999999480e-01,2.688554000000000221e-01,2.523311999999999777e-01
2.500000000000000000e-01,2.500000000000000000e-01,4.200598690831077731e-01,2.500000000000000000e-01,2.500000000000000000e-01,1.074287600000000120e+00,9.008178000000000019e-01,4.554795999999999290e-01,4.977292000000000383e-01,3.137291999999999859e-01,3.359558000000000266e-01,4.909895999999999705e-01,5.964523999999999937e-01,2.810057999999999723e-01,2.845365999999999729e-01
3.698947636399185224e-01,2.500000000000000000e-01,4.183647914993237071e-01,2.500000000000000000e-01,2.500000000000000000e-01,8.029034000000000448e-01,7.822328000000000614e-01,4.182189999999999519e-01,3.710767999999999844e-01,2.549228000000000049e-01,2.892344000000000026e-01,4.159189999999999832e-01,4.575525999999999760e-01,2.404403999999999986e-01,2.323079999999999867e-01
4.291759469228054735e-01,2.500000000000000000e-01,3.782474678730768369e-01,2.500000000000000000e-01,2.500000000000000000e-01,7.154561999999999866e-01,6.834455999999999865e-01,3.543262000000000356e-01,3.333307999999999827e-01,2.267352000000000256e-01,2.673972000000000016e-01,3.889297999999999922e-01,4.087906000000000040e-01,2.167560000000000042e-01,2.092392000000000418e-01
