A,0,1,1,1.5258E-09,1,1,1,1,0.999999404
A,1,1,1,1.76572E-13,1,1,1,1,1
A,2,1,1,1.83789E-15,1,1,1,1,1
A,3,1,1,2.37126E-17,1,1,1,1,1
A,4,1,1,4.76092E-19,1,1,1,1,1
A,5,1,1,2.32965E-17,1,1,1,1,1
A,6,1,1,4.94622E-17,1,1,1,1,1
A,7,1,1,9.83987E-21,1,1,1,1,1
A,8,1,1,4.08831E-21,1,1,1,1,1
A,9,1,1,3.92467E-23,1,1,1,1,1
A,10,1,1,2.41612E-22,1,1,1,1,1
A,11,1,1,4.33914E-20,1,1,1,1,1
A,12,1,1,1.54676E-19,1,1,1,1,1
A,13,1,1,1.42281E-23,1,1,1,1,1
A,14,1,1,7.94547E-21,1,1,1,1,1
A,15,1,1,1.59952E-21,1,1,1,1,1
A,16,1,1,1.16522E-21,1,1,1,1,1
A,17,1,1,9.11996E-20,1,1,1,1,1
A,18,1,1,5.19441E-24,1,1,1,1,1
A,19,1,1,1.4474E-22,1,1,1,1,1
A,20,1,1,2.92445E-22,1,1,1,1,1
A,21,1,1,3.90445E-18,1,1,1,1,1
A,22,1,1,8.66012E-16,1,1,1,1,1
A,23,1,1,1.10689E-14,1,1,1,1,1
A,24,1,1,8.2903E-14,1,1,1,1,1
A,25,1,1,1.94539E-18,1,1,1,1,1
A,26,1,1,1.18304E-21,1,1,1,1,1
A,27,1,1,5.93885E-18,1,1,1,1,1
A,28,1,1,2.6593E-20,1,1,1,1,1
A,29,1,1,1.2327E-27,1,1,1,1,1
A,30,1,1,6.81678E-24,1,1,1,1,1
A,31,1,1,2.27295E-23,1,1,1,1,1
A,32,1,1,2.84269E-20,1,1,1,1,1
A,33,1,1,2.18321E-18,1,1,1,1,1
A,34,1,1,2.35098E-20,1,1,1,1,1
A,35,1,1,5.09268E-21,1,1,1,1,1
A,36,1,1,1.9268E-22,1,1,1,1,1
A,37,1,1,1.10558E-22,1,1,1,1,1
A,38,1,1,1.15955E-26,1,1,1,1,1
A,39,1,1,1.23246E-28,1,1,1,1,1
A,40,1,1,5.6372E-27,1,1,1,1,1
A,41,1,1,9.08165E-24,1,1,1,1,1
A,42,1,1,6.60277E-24,1,1,1,1,1
A,43,1,1,7.59956E-24,1,1,1,1,1
A,44,1,1,4.63312E-21,1,1,1,1,1
A,45,1,1,1.98582E-19,1,1,1,1,1
A,46,1,1,6.17645E-21,1,1,1,1,1
A,47,1,1,1.01158E-22,1,1,1,1,1
A,48,1,1,7.17617E-19,1,1,1,1,1
A,49,1,1,4.81789E-25,1,1,1,1,1
A,50,1,1,3.21898E-27,1,1,1,1,1
A,51,1,1,4.60897E-28,1,1,1,1,1
A,52,1,1,7.08241E-25,1,1,1,1,1
A,53,1,1,1.87317E-26,1,1,1,1,1
A,54,1,1,8.46123E-22,1,1,1,1,1
A,55,1,1,1.66516E-22,1,1,1,1,1
A,56,1,1,6.15021E-23,1,1,1,1,1
A,57,1,1,1.53212E-21,1,1,1,1,1
A,58,1,1,1.97795E-11,1,1,1,1,1
A,59,1,1,2.15693E-16,1,1,1,1,1
A,60,1,1,1.16318E-21,1,1,1,1,1
A,61,1,1,7.36952E-23,1,1,1,1,1
A,62,1,1,5.53674E-25,1,1,1,1,1
A,63,1,1,1.48537E-20,1,1,1,1,1
A,64,1,1,1.94647E-27,1,1,1,1,1
A,65,1,1,3.58599E-29,1,1,1,1,1
A,66,1,1,2.67737E-26,1,1,1,1,1
A,67,1,1,7.99823E-29,1,1,1,1,1
A,68,1,1,3.00609E-25,1,1,1,1,1
A,69,1,1,6.92136E-24,1,1,1,1,1
A,70,1,1,3.31387E-23,1,1,1,1,1
A,71,1,1,1.36841E-21,1,1,1,1,1
A,72,1,1,6.22059E-18,1,1,1,1,1
A,73,1,1,2.28648E-20,1,1,1,1,1
A,74,1,1,1.65952E-20,1,1,1,1,1
A,75,1,1,5.66433E-23,1,1,1,1,1
A,76,1,1,8.73562E-20,1,1,1,1,1
A,77,1,1,2.67261E-18,1,1,1,1,1
A,78,1,1,1.08559E-24,1,1,1,1,1
A,79,1,1,2.10758E-24,1,1,1,1,1
A,80,1,1,3.40942E-23,1,1,1,1,1
A,81,1,1,4.66953E-23,1,1,1,1,1
A,82,1,1,4.2273E-21,1,1,1,1,1
A,83,1,1,4.35688E-24,1,1,1,1,1
A,84,1,1,1.64367E-22,1,1,1,1,1
A,85,1,1,5.12532E-15,1,1,1,1,1
A,86,1,1,1.07055E-11,1,1,1,1,1
A,87,1,1,8.26921E-26,1,1,1,1,1
A,88,1,1,2.42716E-25,1,1,1,1,1
A,89,1,1,2.24284E-22,1,1,1,1,1
A,90,1,1,4.85249E-20,1,1,1,1,1
A,91,1,1,6.348E-18,1,1,1,1,1
A,92,1,1,2.5403E-25,1,1,1,1,1
A,93,1,1,4.43108E-25,1,1,1,1,1
A,94,1,1,2.0911E-20,1,1,1,1,1
A,95,1,1,3.08875E-19,1,1,1,1,1
A,96,1,1,1.274E-19,1,1,1,1,1
A,97,1,1,6.24419E-18,1,1,1,1,1
A,98,1,1,2.36725E-27,1,1,1,1,1
A,99,1,1,1.01939E-23,1,1,1,1,1
A,100,1,1,8.8885E-20,1,1,1,1,1
A,101,1,1,1.01519E-23,1,1,1,1,1
A,102,1,1,1.04674E-22,1,1,1,1,1
A,103,1,1,1.21082E-15,1,1,1,1,1
A,104,1,1,4.03623E-25,1,1,1,1,1
A,105,1,1,1.35958E-23,1,1,1,1,1
A,106,1,1,1.98679E-21,1,1,1,1,1
A,107,1,1,1.28371E-25,1,1,1,1,1
A,108,1,1,3.47148E-24,1,1,1,1,1
A,109,1,1,4.45851E-18,1,1,1,1,1
A,110,1,1,6.42544E-19,1,1,1,1,1
A,111,1,1,7.84412E-23,1,1,1,1,1
A,112,1,1,6.21284E-22,1,1,1,1,1
A,113,1,1,4.46269E-19,1,1,1,1,1
A,114,1,1,9.23115E-22,1,1,1,1,1
A,115,1,1,1.25305E-22,1,1,1,1,1
A,116,1,1,2.70328E-19,1,1,1,1,1
A,117,1,1,1.28702E-22,1,1,1,1,1
B,0,0.972938538,9.88661E-19,1,6.51028E-12,0.871222377,2.58238E-34,0.005903316,1.76828E-37
B,1,0.648908198,0,1,8.23225E-36,0.006674518,0,7.24318E-16,0
B,2,0.299200267,0,1,0,0.000722548,0,8.31758E-19,0
B,3,0.924125433,0,1,0,0.002740505,0,5.28487E-23,0
B,4,0.970608354,0,1,0,0.010982234,0,2.35046E-21,0
B,5,0.77831316,0,1,0,0.0005866,0,1.7239E-24,0
B,6,0.896148324,0,1,0,0.003423872,0,1.58867E-21,0
B,7,0.999666452,3.16222E-20,1,6.16615E-10,0.999135435,0,0.993697822,0
B,8,0.909820437,2.63948E-11,1,0.000271387,0.844115317,2.98705E-19,0.656296551,4.88592E-21
B,9,0.503528476,1.17855E-07,1,0.057256885,0.383950174,1.32183E-10,0.243589878,2.01755E-11
B,10,0.41277343,6.21253E-05,0.999985456,0.181754291,0.311036527,1.74983E-06,0.21144107,6.67767E-07
B,11,0.980552256,6.17758E-14,1,6.31075E-06,0.961073816,2.30324E-25,0.869573593,7.67656E-28
B,12,0.780050337,7.70264E-10,1,0.002526714,0.66954118,1.68564E-15,0.460196406,7.70808E-17
B,13,0.999854922,4.60638E-22,1,7.70003E-11,0.999603808,0,0.996623516,0
